date,district,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,grid_lat,grid_lon
1981-11-13,Anuradhapura,25.64,22.24,30.5,3.31,82.37,,8.311,80.404
1981-11-14,Anuradhapura,25.83,22.64,30.28,3.38,82.73,,8.311,80.404
1981-11-15,Anuradhapura,25.74,22.7,29.96,11.25,84.96,,8.311,80.404
1981-11-16,Anuradhapura,26.0,22.67,30.45,10.16,84.26,,8.311,80.404
1981-11-17,Anuradhapura,24.91,22.76,28.12,16.44,87.47,,8.311,80.404
1981-11-18,Anuradhapura,24.66,22.32,28.41,2.08,89.04,,8.311,80.404
1981-11-19,Anuradhapura,24.46,20.69,29.42,0.16,81.16,,8.311,80.404
1981-11-20,Anuradhapura,23.87,19.9,29.33,0.06,76.04,,8.311,80.404
1981-11-21,Anuradhapura,24.11,18.63,30.16,0.17,80.64,,8.311,80.404
1981-11-22,Anuradhapura,24.55,20.75,29.02,0.12,86.15,,8.311,80.404
1981-11-23,Anuradhapura,24.67,22.81,27.4,11.37,91.36,,8.311,80.404
1981-11-24,Anuradhapura,24.78,21.91,29.04,12.49,87.78,,8.311,80.404
1981-11-25,Anuradhapura,24.36,21.23,29.01,3.3,85.31,,8.311,80.404
1981-11-26,Anuradhapura,23.58,20.45,27.75,4.5,85.13,,8.311,80.404
1981-11-27,Anuradhapura,24.32,21.34,27.85,8.79,91.47,,8.311,80.404
1981-11-28,Anuradhapura,25.23,23.31,28.23,15.06,90.25,,8.311,80.404
1981-11-29,Anuradhapura,25.45,23.01,29.2,28.84,86.1,,8.311,80.404
1981-11-30,Anuradhapura,25.24,22.86,29.06,42.14,88.21,,8.311,80.404
1981-12-01,Anuradhapura,24.86,22.52,28.52,6.65,88.36,,8.311,80.404
1981-12-02,Anuradhapura,24.28,22.34,27.42,2.49,88.99,,8.311,80.404
1981-12-03,Anuradhapura,24.86,22.11,29.12,6.74,86.42,,8.311,80.404
1981-12-04,Anuradhapura,24.67,22.25,27.78,1.31,91.96,,8.311,80.404
1981-12-05,Anuradhapura,24.78,23.26,27.48,1.3,89.5,,8.311,80.404
1981-12-06,Anuradhapura,24.01,22.01,26.6,0.05,91.45,,8.311,80.404
1981-12-07,Anuradhapura,22.81,20.28,26.19,0.01,84.73,,8.311,80.404
1981-12-08,Anuradhapura,23.57,19.68,29.39,0.0,79.22,,8.311,80.404
1981-12-09,Anuradhapura,23.43,18.81,29.17,0.0,80.52,,8.311,80.404
1981-12-10,Anuradhapura,23.85,19.63,29.32,0.0,79.12,,8.311,80.404
1981-12-11,Anuradhapura,23.36,19.3,28.69,0.0,78.38,,8.311,80.404
1981-12-12,Anuradhapura,22.48,18.32,28.31,0.02,76.87,,8.311,80.404
1981-12-13,Anuradhapura,22.57,17.68,28.19,0.02,79.82,,8.311,80.404
1981-12-14,Anuradhapura,24.32,19.99,29.59,0.08,86.62,,8.311,80.404
1981-12-15,Anuradhapura,24.59,21.76,28.57,1.97,85.08,,8.311,80.404
1981-12-16,Anuradhapura,24.44,21.94,27.67,2.63,88.2,,8.311,80.404
1981-12-17,Anuradhapura,24.99,22.71,28.73,13.92,90.01,,8.311,80.404
1981-12-18,Anuradhapura,24.41,22.23,27.81,16.32,91.16,,8.311,80.404
1981-12-19,Anuradhapura,24.17,22.61,26.91,6.98,89.35,,8.311,80.404
1981-12-20,Anuradhapura,24.65,22.05,28.22,2.88,89.65,,8.311,80.404
1981-12-21,Anuradhapura,25.01,22.24,28.64,0.68,88.42,,8.311,80.404
1981-12-22,Anuradhapura,25.42,23.54,28.81,0.43,86.53,,8.311,80.404
1981-12-23,Anuradhapura,24.76,22.13,28.5,0.59,85.32,,8.311,80.404
1981-12-24,Anuradhapura,24.13,21.16,28.67,0.14,84.5,,8.311,80.404
1981-12-25,Anuradhapura,23.91,21.26,28.35,0.04,84.13,,8.311,80.404
1981-12-26,Anuradhapura,23.81,20.51,28.07,0.53,84.15,,8.311,80.404
1981-12-27,Anuradhapura,23.97,21.36,27.58,0.47,86.19,,8.311,80.404
1981-12-28,Anuradhapura,24.39,21.96,28.01,0.89,89.38,,8.311,80.404
1981-12-29,Anuradhapura,24.44,21.19,28.57,0.2,85.16,,8.311,80.404
1981-12-30,Anuradhapura,23.96,20.2,28.88,0.01,84.54,,8.311,80.404
1981-12-31,Anuradhapura,24.76,21.67,29.29,0.02,84.12,,8.311,80.404
1982-01-01,Anuradhapura,24.45,21.3,29.1,0.01,83.57,,8.311,80.404
1982-01-02,Anuradhapura,24.1,21.83,27.78,0.01,85.63,,8.311,80.404
1982-01-03,Anuradhapura,24.2,21.55,28.6,0.01,83.85,,8.311,80.404
1982-01-04,Anuradhapura,24.16,20.85,28.85,0.01,82.8,,8.311,80.404
1982-01-05,Anuradhapura,23.9,21.24,28.22,0.11,82.13,,8.311,80.404
1982-01-06,Anuradhapura,23.69,20.43,28.54,0.0,79.37,,8.311,80.404
1982-01-07,Anuradhapura,24.06,20.52,29.24,0.02,78.42,,8.311,80.404
1982-01-08,Anuradhapura,24.15,19.67,29.81,0.0,79.2,,8.311,80.404
1982-01-09,Anuradhapura,24.32,20.82,29.47,0.0,80.62,,8.311,80.404
1982-01-10,Anuradhapura,24.62,21.24,29.92,0.0,82.61,,8.311,80.404
1982-01-11,Anuradhapura,24.56,20.43,30.17,0.03,77.48,,8.311,80.404
1982-01-12,Anuradhapura,23.95,19.6,30.29,0.14,76.61,,8.311,80.404
1982-01-13,Anuradhapura,23.54,19.37,29.79,0.93,77.38,,8.311,80.404
1982-01-14,Anuradhapura,23.35,19.42,29.41,1.59,76.45,,8.311,80.404
1982-01-15,Anuradhapura,23.6,18.87,30.01,0.06,70.06,,8.311,80.404
1982-01-16,Anuradhapura,23.86,19.43,29.88,0.0,68.26,,8.311,80.404
1982-01-17,Anuradhapura,23.76,19.12,30.21,0.01,74.5,,8.311,80.404
1982-01-18,Anuradhapura,23.93,19.11,30.53,0.24,72.62,,8.311,80.404
1982-01-19,Anuradhapura,23.89,20.01,29.93,0.46,75.17,,8.311,80.404
1982-01-20,Anuradhapura,23.89,19.28,30.24,0.01,68.87,,8.311,80.404
1982-01-21,Anuradhapura,24.51,19.64,30.95,0.06,72.01,,8.311,80.404
1982-01-22,Anuradhapura,24.75,20.17,30.52,0.25,79.12,,8.311,80.404
1982-01-23,Anuradhapura,24.89,21.04,30.59,0.33,71.89,,8.311,80.404
1982-01-24,Anuradhapura,24.34,19.48,30.93,0.01,70.37,,8.311,80.404
1982-01-25,Anuradhapura,24.44,19.43,31.42,0.53,67.64,,8.311,80.404
1982-01-26,Anuradhapura,24.7,19.61,31.46,3.36,70.05,,8.311,80.404
1982-01-27,Anuradhapura,25.0,20.71,31.38,0.47,67.83,,8.311,80.404
1982-01-28,Anuradhapura,24.76,20.14,31.57,1.61,68.49,,8.311,80.404
1982-01-29,Anuradhapura,24.67,20.17,31.18,0.02,67.87,,8.311,80.404
1982-01-30,Anuradhapura,24.4,19.18,31.54,0.03,66.3,,8.311,80.404
1982-01-31,Anuradhapura,24.75,19.86,31.89,0.01,66.25,,8.311,80.404
1982-02-01,Anuradhapura,24.79,18.79,32.18,0.0,68.97,,8.311,80.404
1982-02-02,Anuradhapura,25.85,20.4,32.99,0.0,74.22,,8.311,80.404
1982-02-03,Anuradhapura,26.48,21.94,32.78,0.0,73.94,,8.311,80.404
1982-02-04,Anuradhapura,26.38,21.4,33.6,0.0,69.14,,8.311,80.404
1982-02-05,Anuradhapura,25.98,20.57,34.03,0.0,68.46,,8.311,80.404
1982-02-06,Anuradhapura,25.61,18.63,34.22,0.0,67.43,,8.311,80.404
1982-02-07,Anuradhapura,25.85,19.31,34.29,0.0,67.45,,8.311,80.404
1982-02-08,Anuradhapura,25.8,19.73,33.88,0.0,68.13,,8.311,80.404
1982-02-09,Anuradhapura,25.27,19.99,33.19,0.05,68.78,,8.311,80.404
1982-02-10,Anuradhapura,24.9,18.78,33.44,0.03,69.87,,8.311,80.404
1982-02-11,Anuradhapura,25.2,19.89,33.19,0.0,67.25,,8.311,80.404
1982-02-12,Anuradhapura,24.84,18.3,33.23,0.0,68.49,,8.311,80.404
1982-02-13,Anuradhapura,25.27,18.76,34.03,0.0,65.32,,8.311,80.404
1982-02-14,Anuradhapura,25.21,18.18,34.37,0.0,64.68,,8.311,80.404
1982-02-15,Anuradhapura,25.05,18.16,34.98,0.0,62.69,,8.311,80.404
1982-02-16,Anuradhapura,24.7,17.14,34.18,0.0,65.88,,8.311,80.404
1982-02-17,Anuradhapura,25.1,17.96,34.2,0.0,65.6,,8.311,80.404
1982-02-18,Anuradhapura,25.58,17.68,35.07,0.0,62.76,,8.311,80.404
1982-02-19,Anuradhapura,26.1,18.81,35.4,0.0,62.31,,8.311,80.404
1982-02-20,Anuradhapura,26.58,19.27,35.21,0.0,69.29,,8.311,80.404
1982-02-21,Anuradhapura,27.06,21.45,34.92,0.0,66.86,,8.311,80.404
1982-02-22,Anuradhapura,26.3,20.04,35.07,0.0,66.6,,8.311,80.404
1982-02-23,Anuradhapura,26.4,20.1,35.41,0.0,65.62,,8.311,80.404
1982-02-24,Anuradhapura,26.77,19.37,36.35,0.0,64.31,,8.311,80.404
1982-02-25,Anuradhapura,27.25,20.65,36.0,0.0,67.25,,8.311,80.404
1982-02-26,Anuradhapura,27.11,20.93,35.41,0.0,67.67,,8.311,80.404
1982-02-27,Anuradhapura,27.29,21.2,36.12,0.0,64.71,,8.311,80.404
1982-02-28,Anuradhapura,27.49,21.46,35.35,0.0,66.22,,8.311,80.404
1982-03-01,Anuradhapura,28.27,22.44,36.5,0.0,62.83,,8.311,80.404
1982-03-02,Anuradhapura,28.46,21.23,37.9,0.0,63.2,,8.311,80.404
1982-03-03,Anuradhapura,28.5,22.78,37.18,0.01,64.19,,8.311,80.404
1982-03-04,Anuradhapura,28.58,22.07,37.97,0.12,61.71,,8.311,80.404
1982-03-05,Anuradhapura,27.87,20.73,37.58,0.05,61.99,,8.311,80.404
1982-03-06,Anuradhapura,28.92,20.2,39.2,0.0,58.75,,8.311,80.404
1982-03-07,Anuradhapura,29.75,21.91,39.18,0.0,57.99,,8.311,80.404
1982-03-08,Anuradhapura,29.97,23.14,39.25,0.02,56.26,,8.311,80.404
1982-03-09,Anuradhapura,29.24,23.17,38.61,0.0,57.55,,8.311,80.404
1982-03-10,Anuradhapura,28.21,20.49,38.19,0.02,59.05,,8.311,80.404
1982-03-11,Anuradhapura,28.25,20.17,37.77,0.0,57.77,,8.311,80.404
1982-03-12,Anuradhapura,29.12,22.21,37.93,0.14,58.1,,8.311,80.404
1982-03-13,Anuradhapura,27.71,23.35,34.83,10.46,69.39,,8.311,80.404
1982-03-14,Anuradhapura,28.03,22.87,35.56,0.0,67.19,,8.311,80.404
1982-03-15,Anuradhapura,27.88,22.96,35.13,0.04,65.71,,8.311,80.404
1982-03-16,Anuradhapura,28.36,22.03,36.71,0.0,62.7,,8.311,80.404
1982-03-17,Anuradhapura,28.98,21.94,38.71,0.04,58.48,,8.311,80.404
1982-03-18,Anuradhapura,28.43,20.46,38.45,0.0,55.63,,8.311,80.404
1982-03-19,Anuradhapura,28.85,20.36,37.99,0.0,59.04,,8.311,80.404
1982-03-20,Anuradhapura,29.65,23.82,37.86,0.15,60.76,,8.311,80.404
1982-03-21,Anuradhapura,28.0,24.34,34.51,7.56,71.48,,8.311,80.404
1982-03-22,Anuradhapura,25.9,23.44,29.6,13.56,82.13,,8.311,80.404
1982-03-23,Anuradhapura,25.0,23.44,27.4,5.41,87.81,,8.311,80.404
1982-03-24,Anuradhapura,28.13,22.23,35.11,3.34,71.14,,8.311,80.404
1982-03-25,Anuradhapura,28.71,23.16,35.39,2.15,69.94,,8.311,80.404
1982-03-26,Anuradhapura,29.6,23.66,37.22,0.32,68.26,,8.311,80.404
1982-03-27,Anuradhapura,29.54,24.03,36.73,0.56,68.06,,8.311,80.404
1982-03-28,Anuradhapura,29.01,23.52,36.74,0.05,65.71,,8.311,80.404
1982-03-29,Anuradhapura,27.34,21.06,36.2,0.0,61.46,,8.311,80.404
1982-03-30,Anuradhapura,27.71,20.43,36.99,0.08,57.95,,8.311,80.404
1982-03-31,Anuradhapura,29.22,21.32,37.78,0.04,60.3,,8.311,80.404
1982-04-01,Anuradhapura,29.84,23.55,38.01,0.03,59.03,,8.311,80.404
1982-04-02,Anuradhapura,30.17,23.51,38.52,0.0,61.49,,8.311,80.404
1982-04-03,Anuradhapura,31.04,25.14,39.06,0.0,61.73,,8.311,80.404
1982-04-04,Anuradhapura,31.45,25.84,38.9,0.0,60.77,,8.311,80.404
1982-04-05,Anuradhapura,31.48,25.09,39.77,0.0,56.96,,8.311,80.404
1982-04-06,Anuradhapura,30.54,24.99,38.36,0.06,58.69,,8.311,80.404
1982-04-07,Anuradhapura,29.05,25.13,34.24,0.17,64.98,,8.311,80.404
1982-04-08,Anuradhapura,28.79,25.01,33.74,0.38,67.15,,8.311,80.404
1982-04-09,Anuradhapura,30.56,24.25,39.43,0.4,59.57,,8.311,80.404
1982-04-10,Anuradhapura,30.34,23.11,39.02,0.02,58.87,,8.311,80.404
1982-04-11,Anuradhapura,29.38,24.69,35.65,4.85,67.18,,8.311,80.404
1982-04-12,Anuradhapura,29.13,24.7,35.26,3.07,69.84,,8.311,80.404
1982-04-13,Anuradhapura,27.38,24.83,30.85,4.81,79.89,,8.311,80.404
1982-04-14,Anuradhapura,28.19,23.87,33.48,6.26,76.35,,8.311,80.404
1982-04-15,Anuradhapura,27.96,24.98,31.64,1.13,76.35,,8.311,80.404
1982-04-16,Anuradhapura,28.3,23.96,34.09,2.56,73.96,,8.311,80.404
1982-04-17,Anuradhapura,29.79,23.5,37.16,1.02,66.42,,8.311,80.404
1982-04-18,Anuradhapura,29.92,25.09,36.28,0.09,66.7,,8.311,80.404
1982-04-19,Anuradhapura,29.99,24.67,36.64,0.1,66.74,,8.311,80.404
1982-04-20,Anuradhapura,29.59,26.15,34.25,0.07,68.16,,8.311,80.404
1982-04-21,Anuradhapura,29.97,25.53,35.69,1.71,65.76,,8.311,80.404
1982-04-22,Anuradhapura,29.45,26.19,33.89,1.55,69.78,,8.311,80.404
1982-04-23,Anuradhapura,30.28,25.04,36.4,0.39,64.42,,8.311,80.404
1982-04-24,Anuradhapura,29.15,25.61,33.48,0.05,70.42,,8.311,80.404
1982-04-25,Anuradhapura,30.55,25.48,36.61,0.01,64.73,,8.311,80.404
1982-04-26,Anuradhapura,30.1,26.05,34.9,0.61,64.53,,8.311,80.404
1982-04-27,Anuradhapura,29.55,24.94,35.94,0.7,58.4,,8.311,80.404
1982-04-28,Anuradhapura,29.25,23.76,35.66,0.49,54.0,,8.311,80.404
1982-04-29,Anuradhapura,28.81,25.02,35.0,18.92,70.95,,8.311,80.404
1982-04-30,Anuradhapura,27.39,24.38,31.77,43.24,82.15,,8.311,80.404
1982-05-01,Anuradhapura,27.46,24.31,31.74,8.02,81.44,,8.311,80.404
1982-05-02,Anuradhapura,27.86,24.83,32.39,4.8,80.45,,8.311,80.404
1982-05-03,Anuradhapura,28.05,24.74,33.54,0.56,77.09,,8.311,80.404
1982-05-04,Anuradhapura,28.44,23.72,35.21,0.04,71.3,,8.311,80.404
1982-05-05,Anuradhapura,28.47,23.76,35.23,0.86,72.99,,8.311,80.404
1982-05-06,Anuradhapura,28.87,24.59,35.04,0.93,71.33,,8.311,80.404
1982-05-07,Anuradhapura,28.68,24.97,34.13,0.03,71.83,,8.311,80.404
1982-05-08,Anuradhapura,28.72,25.05,34.75,0.32,68.96,,8.311,80.404
1982-05-09,Anuradhapura,28.96,23.84,35.72,0.11,69.52,,8.311,80.404
1982-05-10,Anuradhapura,29.29,24.32,35.62,3.87,69.89,,8.311,80.404
1982-05-11,Anuradhapura,28.89,24.44,34.41,2.28,73.06,,8.311,80.404
1982-05-12,Anuradhapura,28.71,24.77,34.04,0.35,73.53,,8.311,80.404
1982-05-13,Anuradhapura,28.48,24.57,34.08,2.34,74.17,,8.311,80.404
1982-05-14,Anuradhapura,27.44,24.3,32.3,5.02,77.72,,8.311,80.404
1982-05-15,Anuradhapura,28.06,23.29,33.52,2.79,72.7,,8.311,80.404
1982-05-16,Anuradhapura,28.24,23.8,33.7,1.08,68.38,,8.311,80.404
1982-05-17,Anuradhapura,28.68,23.5,34.93,1.54,67.38,,8.311,80.404
1982-05-18,Anuradhapura,29.0,23.83,35.13,6.05,69.96,,8.311,80.404
1982-05-19,Anuradhapura,29.41,25.0,35.89,4.72,69.4,,8.311,80.404
1982-05-20,Anuradhapura,29.07,23.99,35.9,5.51,70.54,,8.311,80.404
1982-05-21,Anuradhapura,29.24,23.97,35.45,4.54,70.93,,8.311,80.404
1982-05-22,Anuradhapura,28.92,24.91,33.61,1.55,73.19,,8.311,80.404
1982-05-23,Anuradhapura,27.56,25.03,30.78,1.16,79.74,,8.311,80.404
1982-05-24,Anuradhapura,28.63,24.05,35.05,9.3,76.07,,8.311,80.404
1982-05-25,Anuradhapura,28.53,24.3,34.16,2.11,76.57,,8.311,80.404
1982-05-26,Anuradhapura,27.36,24.56,31.69,2.47,79.19,,8.311,80.404
1982-05-27,Anuradhapura,26.51,23.84,30.49,4.3,81.07,,8.311,80.404
1982-05-28,Anuradhapura,27.72,24.9,32.49,5.41,78.4,,8.311,80.404
1982-05-29,Anuradhapura,27.03,24.65,30.47,3.83,86.76,,8.311,80.404
1982-05-30,Anuradhapura,27.71,25.29,31.61,3.95,79.6,,8.311,80.404
1982-05-31,Anuradhapura,28.0,25.31,32.17,2.83,77.45,,8.311,80.404
1982-06-01,Anuradhapura,28.3,25.48,32.89,0.94,75.1,,8.311,80.404
1982-06-02,Anuradhapura,27.69,25.06,32.24,8.32,77.95,,8.311,80.404
1982-06-03,Anuradhapura,26.7,24.66,30.32,7.41,78.46,,8.311,80.404
1982-06-04,Anuradhapura,26.73,24.44,31.08,8.29,78.54,,8.311,80.404
1982-06-05,Anuradhapura,27.1,23.82,31.83,3.74,73.79,,8.311,80.404
1982-06-06,Anuradhapura,27.12,24.7,31.3,2.83,79.54,,8.311,80.404
1982-06-07,Anuradhapura,27.15,24.49,31.47,1.05,79.48,,8.311,80.404
1982-06-08,Anuradhapura,27.14,24.18,32.36,12.88,78.95,,8.311,80.404
1982-06-09,Anuradhapura,25.88,23.16,29.85,26.97,80.71,,8.311,80.404
1982-06-10,Anuradhapura,26.32,22.93,30.45,41.93,83.83,,8.311,80.404
1982-06-11,Anuradhapura,27.24,24.7,30.98,0.41,81.39,,8.311,80.404
1982-06-12,Anuradhapura,27.1,24.83,30.52,0.05,78.1,,8.311,80.404
1982-06-13,Anuradhapura,27.08,24.49,30.86,0.03,78.93,,8.311,80.404
1982-06-14,Anuradhapura,26.34,24.51,29.02,0.02,82.43,,8.311,80.404
1982-06-15,Anuradhapura,26.12,24.21,29.65,0.14,83.8,,8.311,80.404
1982-06-16,Anuradhapura,26.2,24.12,29.32,0.2,81.35,,8.311,80.404
1982-06-17,Anuradhapura,26.66,24.27,30.8,2.91,80.15,,8.311,80.404
1982-06-18,Anuradhapura,26.45,23.87,30.47,3.9,81.43,,8.311,80.404
1982-06-19,Anuradhapura,26.92,23.5,31.77,0.88,75.87,,8.311,80.404
1982-06-20,Anuradhapura,26.55,23.88,30.88,2.4,81.34,,8.311,80.404
1982-06-21,Anuradhapura,27.01,23.99,31.72,1.87,79.65,,8.311,80.404
1982-06-22,Anuradhapura,26.63,23.96,30.93,0.54,80.53,,8.311,80.404
1982-06-23,Anuradhapura,26.49,23.88,30.7,0.18,79.19,,8.311,80.404
1982-06-24,Anuradhapura,26.36,23.84,30.87,1.02,77.48,,8.311,80.404
1982-06-25,Anuradhapura,25.83,23.93,29.22,3.13,84.39,,8.311,80.404
1982-06-26,Anuradhapura,26.39,23.88,30.36,2.56,81.98,,8.311,80.404
1982-06-27,Anuradhapura,26.99,24.32,31.15,0.62,77.01,,8.311,80.404
1982-06-28,Anuradhapura,26.39,23.67,30.54,0.45,76.78,,8.311,80.404
1982-06-29,Anuradhapura,27.32,23.81,32.52,0.11,74.19,,8.311,80.404
1982-06-30,Anuradhapura,26.18,23.37,29.69,0.06,78.02,,8.311,80.404
1982-07-01,Anuradhapura,26.48,22.98,31.14,0.04,76.89,,8.311,80.404
1982-07-02,Anuradhapura,27.49,24.05,32.5,0.0,76.45,,8.311,80.404
1982-07-03,Anuradhapura,27.27,24.41,31.32,0.0,76.16,,8.311,80.404
1982-07-04,Anuradhapura,27.53,23.84,32.84,0.08,71.4,,8.311,80.404
1982-07-05,Anuradhapura,27.22,24.29,32.0,0.07,74.21,,8.311,80.404
1982-07-06,Anuradhapura,26.95,24.21,31.45,0.11,74.5,,8.311,80.404
1982-07-07,Anuradhapura,26.79,24.05,31.19,0.49,75.05,,8.311,80.404
1982-07-08,Anuradhapura,27.59,24.18,33.22,0.51,71.21,,8.311,80.404
1982-07-09,Anuradhapura,27.41,24.03,32.65,0.43,69.42,,8.311,80.404
1982-07-10,Anuradhapura,26.54,23.92,30.93,0.32,72.51,,8.311,80.404
1982-07-11,Anuradhapura,27.53,24.18,33.14,0.46,70.31,,8.311,80.404
1982-07-12,Anuradhapura,26.82,23.83,31.03,1.09,75.21,,8.311,80.404
1982-07-13,Anuradhapura,27.67,23.62,34.02,0.45,73.33,,8.311,80.404
1982-07-14,Anuradhapura,27.17,24.22,31.6,0.12,75.35,,8.311,80.404
1982-07-15,Anuradhapura,27.24,24.21,32.11,0.3,72.02,,8.311,80.404
1982-07-16,Anuradhapura,26.75,24.14,30.75,0.18,75.15,,8.311,80.404
1982-07-17,Anuradhapura,27.06,24.57,31.3,0.31,73.27,,8.311,80.404
1982-07-18,Anuradhapura,26.52,24.23,30.12,1.87,73.28,,8.311,80.404
1982-07-19,Anuradhapura,27.08,23.66,32.07,0.53,72.02,,8.311,80.404
1982-07-20,Anuradhapura,26.93,24.07,32.17,0.3,72.7,,8.311,80.404
1982-07-21,Anuradhapura,27.49,23.77,33.52,1.94,68.78,,8.311,80.404
1982-07-22,Anuradhapura,26.39,23.02,30.91,1.56,75.17,,8.311,80.404
1982-07-23,Anuradhapura,26.91,23.52,32.01,0.44,73.71,,8.311,80.404
1982-07-24,Anuradhapura,27.15,23.58,32.01,0.41,74.34,,8.311,80.404
1982-07-25,Anuradhapura,28.01,23.83,34.89,0.16,70.8,,8.311,80.404
1982-07-26,Anuradhapura,27.29,23.45,32.57,0.11,74.17,,8.311,80.404
1982-07-27,Anuradhapura,26.83,24.11,31.35,0.46,75.51,,8.311,80.404
1982-07-28,Anuradhapura,27.35,24.28,32.84,0.72,71.7,,8.311,80.404
1982-07-29,Anuradhapura,27.56,23.37,33.86,3.8,71.65,,8.311,80.404
1982-07-30,Anuradhapura,27.8,23.72,33.96,0.3,70.72,,8.311,80.404
1982-07-31,Anuradhapura,27.71,24.33,33.02,0.07,69.48,,8.311,80.404
1982-08-01,Anuradhapura,26.59,23.69,31.38,1.32,74.8,,8.311,80.404
1982-08-02,Anuradhapura,27.04,23.36,32.88,2.04,72.59,,8.311,80.404
1982-08-03,Anuradhapura,27.13,23.79,32.97,0.65,72.22,,8.311,80.404
1982-08-04,Anuradhapura,27.19,23.78,32.42,0.23,74.21,,8.311,80.404
1982-08-05,Anuradhapura,27.22,23.98,31.91,0.95,76.72,,8.311,80.404
1982-08-06,Anuradhapura,27.26,24.0,33.04,1.61,76.84,,8.311,80.404
1982-08-07,Anuradhapura,26.07,24.1,29.39,4.65,82.06,,8.311,80.404
1982-08-08,Anuradhapura,26.64,23.78,31.44,2.48,77.14,,8.311,80.404
1982-08-09,Anuradhapura,27.43,24.01,33.42,0.31,71.4,,8.311,80.404
1982-08-10,Anuradhapura,27.09,24.15,32.13,0.07,72.14,,8.311,80.404
1982-08-11,Anuradhapura,26.5,24.35,30.14,0.16,75.08,,8.311,80.404
1982-08-12,Anuradhapura,27.17,23.9,32.18,0.25,69.4,,8.311,80.404
1982-08-13,Anuradhapura,27.69,23.94,33.92,0.08,67.89,,8.311,80.404
1982-08-14,Anuradhapura,27.48,24.22,32.79,0.39,68.96,,8.311,80.404
1982-08-15,Anuradhapura,26.84,24.08,31.07,0.35,73.07,,8.311,80.404
1982-08-16,Anuradhapura,27.59,24.35,32.92,0.01,71.31,,8.311,80.404
1982-08-17,Anuradhapura,26.62,24.7,30.14,0.02,76.95,,8.311,80.404
1982-08-18,Anuradhapura,27.04,24.69,30.77,0.03,72.98,,8.311,80.404
1982-08-19,Anuradhapura,28.11,24.47,34.13,0.0,69.69,,8.311,80.404
1982-08-20,Anuradhapura,27.89,24.82,32.87,0.0,70.92,,8.311,80.404
1982-08-21,Anuradhapura,27.39,24.64,31.31,0.07,72.73,,8.311,80.404
1982-08-22,Anuradhapura,27.69,24.11,33.01,0.03,71.03,,8.311,80.404
1982-08-23,Anuradhapura,28.44,24.59,34.92,0.0,67.98,,8.311,80.404
1982-08-24,Anuradhapura,28.68,24.42,35.52,0.06,67.11,,8.311,80.404
1982-08-25,Anuradhapura,27.66,24.71,31.81,0.07,71.44,,8.311,80.404
1982-08-26,Anuradhapura,28.94,24.44,35.79,0.01,64.77,,8.311,80.404
1982-08-27,Anuradhapura,27.61,25.01,32.14,2.43,71.87,,8.311,80.404
1982-08-28,Anuradhapura,27.5,24.8,32.39,2.64,74.01,,8.311,80.404
1982-08-29,Anuradhapura,27.17,24.5,31.4,0.06,74.09,,8.311,80.404
1982-08-30,Anuradhapura,28.57,24.35,35.43,0.0,67.09,,8.311,80.404
1982-08-31,Anuradhapura,28.15,24.42,33.84,0.0,66.95,,8.311,80.404
1982-09-01,Anuradhapura,28.78,23.96,36.19,0.0,66.79,,8.311,80.404
1982-09-02,Anuradhapura,28.39,24.06,35.54,5.52,67.37,,8.311,80.404
1982-09-03,Anuradhapura,26.85,23.72,31.72,6.97,74.44,,8.311,80.404
1982-09-04,Anuradhapura,28.07,23.75,35.42,1.13,68.36,,8.311,80.404
1982-09-05,Anuradhapura,28.52,24.05,35.87,0.02,66.19,,8.311,80.404
1982-09-06,Anuradhapura,28.7,24.42,35.93,0.07,65.95,,8.311,80.404
1982-09-07,Anuradhapura,28.72,24.54,35.94,0.0,63.44,,8.311,80.404
1982-09-08,Anuradhapura,27.97,23.8,34.96,0.0,65.71,,8.311,80.404
1982-09-09,Anuradhapura,26.88,23.58,32.08,0.0,68.31,,8.311,80.404
1982-09-10,Anuradhapura,28.73,24.11,35.77,0.0,64.34,,8.311,80.404
1982-09-11,Anuradhapura,28.98,25.13,35.66,0.0,64.72,,8.311,80.404
1982-09-12,Anuradhapura,27.9,25.3,33.13,0.0,68.48,,8.311,80.404
1982-09-13,Anuradhapura,28.76,25.06,34.74,0.01,65.73,,8.311,80.404
1982-09-14,Anuradhapura,27.66,24.75,32.0,0.19,72.05,,8.311,80.404
1982-09-15,Anuradhapura,28.19,24.4,33.67,0.12,66.43,,8.311,80.404
1982-09-16,Anuradhapura,28.04,23.81,34.1,0.22,69.22,,8.311,80.404
1982-09-17,Anuradhapura,27.45,24.6,31.93,0.41,73.39,,8.311,80.404
1982-09-18,Anuradhapura,28.07,24.07,34.95,16.25,73.88,,8.311,80.404
1982-09-19,Anuradhapura,26.57,23.57,31.65,22.59,82.0,,8.311,80.404
1982-09-20,Anuradhapura,25.64,22.99,30.0,5.23,82.07,,8.311,80.404
1982-09-21,Anuradhapura,25.99,23.12,29.97,2.7,78.66,,8.311,80.404
1982-09-22,Anuradhapura,26.92,22.92,33.28,0.07,72.66,,8.311,80.404
1982-09-23,Anuradhapura,27.14,23.57,33.0,0.1,73.46,,8.311,80.404
1982-09-24,Anuradhapura,27.31,23.78,32.91,0.03,73.95,,8.311,80.404
